,label,str__aff__id__id,str__levd__id__id,str__levs__id__id,str__jar__id__id,str__jwn__id__id,str__nmw__id__id,str__sw__id__id,str__exm__id__id,str__mel__id__id,arr__ocf__3gram__id__id,arr__ocf__space__id__id,arr__jac__3gram__id__id,arr__jac__space__id__id,arr__dice__3gram__id__id,arr__dice__space__id__id,arr__cos__3gram__id__id,arr__cos__space__id__id,num__anm__id__id,num__rdf__id__id,str__aff__Beer_Name__Beer_Name,str__levd__Beer_Name__Beer_Name,str__levs__Beer_Name__Beer_Name,str__jar__Beer_Name__Beer_Name,str__jwn__Beer_Name__Beer_Name,str__nmw__Beer_Name__Beer_Name,str__sw__Beer_Name__Beer_Name,str__exm__Beer_Name__Beer_Name,str__mel__Beer_Name__Beer_Name,arr__ocf__3gram__Beer_Name__Beer_Name,arr__ocf__space__Beer_Name__Beer_Name,arr__jac__3gram__Beer_Name__Beer_Name,arr__jac__space__Beer_Name__Beer_Name,arr__dice__3gram__Beer_Name__Beer_Name,arr__dice__space__Beer_Name__Beer_Name,arr__cos__3gram__Beer_Name__Beer_Name,arr__cos__space__Beer_Name__Beer_Name,str__aff__Brew_Factory_Name__Brew_Factory_Name,str__levd__Brew_Factory_Name__Brew_Factory_Name,str__levs__Brew_Factory_Name__Brew_Factory_Name,str__jar__Brew_Factory_Name__Brew_Factory_Name,str__jwn__Brew_Factory_Name__Brew_Factory_Name,str__nmw__Brew_Factory_Name__Brew_Factory_Name,str__sw__Brew_Factory_Name__Brew_Factory_Name,str__exm__Brew_Factory_Name__Brew_Factory_Name,str__mel__Brew_Factory_Name__Brew_Factory_Name,arr__ocf__3gram__Brew_Factory_Name__Brew_Factory_Name,arr__ocf__space__Brew_Factory_Name__Brew_Factory_Name,arr__jac__3gram__Brew_Factory_Name__Brew_Factory_Name,arr__jac__space__Brew_Factory_Name__Brew_Factory_Name,arr__dice__3gram__Brew_Factory_Name__Brew_Factory_Name,arr__dice__space__Brew_Factory_Name__Brew_Factory_Name,arr__cos__3gram__Brew_Factory_Name__Brew_Factory_Name,arr__cos__space__Brew_Factory_Name__Brew_Factory_Name,str__aff__Style__Style,str__levd__Style__Style,str__levs__Style__Style,str__jar__Style__Style,str__jwn__Style__Style,str__nmw__Style__Style,str__sw__Style__Style,str__exm__Style__Style,str__mel__Style__Style,arr__ocf__3gram__Style__Style,arr__ocf__space__Style__Style,arr__jac__3gram__Style__Style,arr__jac__space__Style__Style,arr__dice__3gram__Style__Style,arr__dice__space__Style__Style,arr__cos__3gram__Style__Style,arr__cos__space__Style__Style,str__aff__ABV__ABV,str__levd__ABV__ABV,str__levs__ABV__ABV,str__jar__ABV__ABV,str__jwn__ABV__ABV,str__nmw__ABV__ABV,str__sw__ABV__ABV,str__exm__ABV__ABV,str__mel__ABV__ABV,arr__ocf__3gram__ABV__ABV,arr__ocf__space__ABV__ABV,arr__jac__3gram__ABV__ABV,arr__jac__space__ABV__ABV,arr__dice__3gram__ABV__ABV,arr__dice__space__ABV__ABV,arr__cos__3gram__ABV__ABV,arr__cos__space__ABV__ABV
10,0,-1.0,4,0.0,0.0,0.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052769461077844304,1.7995023107003199,9.0,24.0,0.4418604651162791,0.6662052273750305,0.6662052273750305,2.0,16.0,0,0.6662052273750305,0.5,0.5,0.23636363636363636,0.3,0.38235294117647056,0.46153846153846156,0.3933978962347216,0.4629100498862757,1.5,17.0,0.29166666666666663,0.609343409538269,0.609343409538269,-2.0,6.0,0,0.609343409538269,0.23529411764705882,0.0,0.10256410256410256,0.0,0.18604651162790697,0.0,0.19026059766179765,0.0,10.5,10,0.5833333333333333,0.7257727384567261,0.8354636430740356,9.0,10.0,0,0.8354636430740356,0.6190476190476191,0.6666666666666666,0.38235294117647056,0.3333333333333333,0.5531914893617021,0.5,0.5563486402641868,0.5163977794943222,-3.0,6.0,0.0,0.0,0.0,-5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0,0.0,3,0.25,0.5277777910232544,0.5277777910232544,0.0,1.0,0,0.5277777910232544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19888835186080234,1.3364241080427333,12.5,27.0,0.3571428571428571,0.5987545847892761,0.5987545847892761,11.0,15.0,0,0.5987545847892761,0.358974358974359,0.42857142857142855,0.20588235294117646,0.2727272727272727,0.34146341463414637,0.42857142857142855,0.3418704033538531,0.4285714285714285,15.5,14.0,0.5483870967741935,0.593884289264679,0.593884289264679,15.0,17.0,0,0.593884289264679,0.5161290322580645,0.5,0.3404255319148936,0.2857142857142857,0.5079365079365079,0.4444444444444444,0.508000508000762,0.4472135954999579,-1.5,15,0.21052631578947367,0.5553467273712158,0.5998120307922363,-4.0,2.0,0,0.5998120307922363,0.07142857142857142,0.0,0.029411764705882353,0.0,0.05714285714285714,0.0,0.058321184351980436,0.0,5.0,1.0,0.8333333333333334,0.8888888955116272,0.9111111164093018,5.0,5.0,0,0.9111111164093018,0.625,0.5,0.45454545454545453,0.3333333333333333,0.625,0.5,0.6249999999999999,0.4999999999999999
12,1,0.0,3,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2360248447204969,1.236180904522613,36.0,0.0,1.0,1.0,1.0,36.0,36.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.5,11.0,0.6071428571428572,0.6830618381500244,0.6830618381500244,13.0,16.0,0,0.6830618381500244,0.6153846153846154,0.6666666666666666,0.4,0.4,0.5714285714285714,0.5714285714285714,0.5728918992315464,0.5773502691896258,0.5,15,0.375,0.6574074029922485,0.7259259223937988,-6.0,6.0,0,0.7259259223937988,0.9090909090909091,1.0,0.37037037037037035,0.4,0.5405405405405406,0.5714285714285714,0.5913123959890826,0.6324555320336759,4.0,2.0,0.6666666666666667,0.8222222328186035,0.8222222328186035,4.0,4.0,0,0.8222222328186035,0.375,0.5,0.23076923076923078,0.3333333333333333,0.375,0.5,0.37499999999999994,0.4999999999999999
13,0,1.0,3,0.25,0.5,0.5,1.0,1.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5511638120333773,0.578708946772367,-7.0,49.0,0.26865671641791045,0.5977054238319397,0.6379348635673523,-23.0,16.0,0,0.6379348635673523,0.7142857142857143,0.8,0.2597402597402597,0.3333333333333333,0.41237113402061853,0.5,0.4550157551932901,0.5393598899705937,14.0,11.0,0.6206896551724138,0.7218232750892639,0.7218232750892639,12.0,16.0,0,0.7218232750892639,0.64,0.6666666666666666,0.4,0.4,0.5714285714285714,0.5714285714285714,0.5747369664856797,0.5773502691896258,10.5,10,0.5833333333333333,0.7257727384567261,0.8354636430740356,9.0,10.0,0,0.8354636430740356,0.6190476190476191,0.6666666666666666,0.38235294117647056,0.3333333333333333,0.5531914893617021,0.5,0.5563486402641868,0.5163977794943222,-2.0,4.0,0.0,0.0,0.0,-3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,0.0,4,0.0,0.5,0.5,0.0,1.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5557424315233062,0.5711196911196911,18.5,21.0,0.5227272727272727,0.6747936606407166,0.6747936606407166,16.0,22.0,0,0.6747936606407166,0.6111111111111112,0.6666666666666666,0.36666666666666664,0.4444444444444444,0.5365853658536586,0.6153846153846154,0.5406205059012895,0.6172133998483676,16.0,8.0,0.6799999999999999,0.7307407259941101,0.7307407259941101,16.0,16.0,0,0.7307407259941101,0.6153846153846154,0.6666666666666666,0.43243243243243246,0.4,0.6037735849056604,0.5714285714285714,0.6038810848771178,0.5773502691896258,3.0,11,0.42105263157894735,0.5730234384536743,0.5730234384536743,-1.0,8.0,0,0.5730234384536743,0.5384615384615384,0.0,0.25925925925925924,0.0,0.4117647058823529,0.0,0.42365927286816174,0.0,1.0,4.0,0.4285714285714286,0.4642857015132904,0.5178571343421936,0.0,2.0,0,0.5178571343421936,0.5,0.5,0.25,0.3333333333333333,0.4,0.5,0.4082482904638631,0.4999999999999999
15,1,-1.0,4,0.0,0.0,0.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4010810810810811,0.8549382716049383,9.5,10.0,0.6,0.7111111283302307,0.7111111283302307,5.0,15.0,0,0.7111111283302307,0.8823529411764706,1.0,0.5172413793103449,0.75,0.6818181818181818,0.8571428571428571,0.7001400420140049,0.8660254037844387,3.5,14.0,0.43999999999999995,0.5201281905174255,0.5201281905174255,-1.0,8.0,0,0.5201281905174255,0.5333333333333333,0.5,0.23529411764705882,0.2,0.38095238095238093,0.3333333333333333,0.3975231959999626,0.35355339059327373,0.5,15,0.375,0.6574074029922485,0.7259259223937988,-6.0,6.0,0,0.7259259223937988,0.9090909090909091,1.0,0.37037037037037035,0.4,0.5405405405405406,0.5714285714285714,0.5913123959890826,0.6324555320336759,-3.0,6.0,0.0,0.0,0.0,-5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,1.0,3,0.25,0.5,0.5,1.0,2.0,0,0.5,0.16666666666666666,0.0,0.09090909090909091,0.0,0.16666666666666666,0.0,0.16666666666666669,0.0,0.5256101753179787,0.6219017575484452,13.5,10.0,0.6551724137931034,0.7622504830360413,0.7622504830360413,9.0,19.0,0,0.7622504830360413,0.9047619047619048,1.0,0.5757575757575758,0.6,0.7307692307692307,0.75,0.7446687115861396,0.7745966692414834,17.0,0.0,1.0,1.0,1.0,17.0,17.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,15,0.375,0.6574074029922485,0.7259259223937988,-6.0,6.0,0,0.7259259223937988,0.9090909090909091,1.0,0.37037037037037035,0.4,0.5405405405405406,0.5714285714285714,0.5913123959890826,0.6324555320336759,6.0,0.0,1.0,1.0,1.0,6.0,6.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,0,0.0,4,0.0,0.5,0.5,0.0,1.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25889477668433003,1.1773902585688514,13.0,18.0,0.5384615384615384,0.6680911779403687,0.6680911779403687,9.0,17.0,0,0.6680911779403687,0.6206896551724138,0.6,0.34615384615384615,0.3333333333333333,0.5142857142857142,0.5,0.5220133115091674,0.5070925528371099,-4.0,17.0,0.19047619047619047,0.5873016119003296,0.5873016119003296,-10.0,4.0,0,0.5873016119003296,0.2222222222222222,0.0,0.06666666666666667,0.0,0.125,0.0,0.13900960937138318,0.0,10.5,10,0.5833333333333333,0.7257727384567261,0.8354636430740356,9.0,10.0,0,0.8354636430740356,0.6190476190476191,0.6666666666666666,0.38235294117647056,0.3333333333333333,0.5531914893617021,0.5,0.5563486402641868,0.5163977794943222,4.0,2.0,0.6666666666666667,0.7777777910232544,0.7777777910232544,4.0,4.0,0,0.7777777910232544,0.375,0.5,0.23076923076923078,0.3333333333333333,0.375,0.5,0.37499999999999994,0.4999999999999999
18,0,0.0,3,0.25,0.5277777910232544,0.5277777910232544,0.0,1.0,0,0.5277777910232544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22499999999999998,1.2653061224489797,12.0,20.0,0.5121951219512195,0.6702694892883301,0.6702694892883301,6.0,19.0,0,0.6702694892883301,0.6071428571428571,0.6,0.32075471698113206,0.375,0.4857142857142857,0.5454545454545454,0.49573006699183364,0.5477225575051661,-1.5,22.0,0.04347826086956519,0.41444191336631775,0.41444191336631775,-3.0,2.0,0,0.41444191336631775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,15,0.375,0.6574074029922485,0.7259259223937988,-6.0,6.0,0,0.7259259223937988,0.9090909090909091,1.0,0.37037037037037035,0.4,0.5405405405405406,0.5714285714285714,0.5913123959890826,0.6324555320336759,4.0,2.0,0.6666666666666667,0.7777777910232544,0.7777777910232544,4.0,4.0,0,0.7777777910232544,0.375,0.5,0.23076923076923078,0.3333333333333333,0.375,0.5,0.37499999999999994,0.4999999999999999
19,0,0.0,4,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39618856569709127,0.8649425287356322,7.0,20.0,0.45945945945945943,0.7635135054588318,0.7635135054588318,0.0,9.0,0,0.7635135054588318,0.6818181818181818,0.75,0.3333333333333333,0.42857142857142855,0.5,0.6,0.5187858478995561,0.6123724356957946,2.5,17.0,0.29166666666666663,0.49768519401550293,0.49768519401550293,-1.0,6.0,0,0.49768519401550293,0.2222222222222222,0.0,0.1,0.0,0.18181818181818182,0.0,0.18490006540840973,0.0,10.5,10,0.5833333333333333,0.7257727384567261,0.8354636430740356,9.0,10.0,0,0.8354636430740356,0.6190476190476191,0.6666666666666666,0.38235294117647056,0.3333333333333333,0.5531914893617021,0.5,0.5563486402641868,0.5163977794943222,5.0,1.0,0.8333333333333334,0.8888888955116272,0.9111111164093018,5.0,5.0,0,0.9111111164093018,0.625,0.5,0.45454545454545453,0.3333333333333333,0.625,0.5,0.6249999999999999,0.4999999999999999
20,0,1.0,3,0.25,0.5,0.550000011920929,1.0,1.0,0,0.550000011920929,0.16666666666666666,0.0,0.09090909090909091,0.0,0.16666666666666666,0.0,0.16666666666666669,0.0,0.8938280675973549,0.11212415130940834,14.5,30.0,0.3877551020408163,0.6608534455299377,0.6947681307792664,10.0,18.0,0,0.6947681307792664,0.391304347826087,0.42857142857142855,0.23076923076923078,0.21428571428571427,0.375,0.35294117647058826,0.37532594530273455,0.35856858280031806,1.0,19.0,0.20833333333333337,0.5179293155670166,0.5179293155670166,0.0,6.0,0,0.5179293155670166,0.23809523809523808,0.0,0.11904761904761904,0.0,0.2127659574468085,0.0,0.21398024625545647,0.0,10.5,10,0.5833333333333333,0.7257727384567261,0.8354636430740356,9.0,10.0,0,0.8354636430740356,0.6190476190476191,0.6666666666666666,0.38235294117647056,0.3333333333333333,0.5531914893617021,0.5,0.5563486402641868,0.5163977794943222,5.0,1.0,0.8333333333333334,0.8888888955116272,0.9111111164093018,5.0,5.0,0,0.9111111164093018,0.625,0.5,0.45454545454545453,0.3333333333333333,0.625,0.5,0.6249999999999999,0.4999999999999999
