_id,ltable_id,rtable_id,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,Beer_Name_Beer_Name_jac_qgm_3_qgm_3,Beer_Name_Beer_Name_cos_dlm_dc0_dlm_dc0,Beer_Name_Beer_Name_jac_dlm_dc0_dlm_dc0,Beer_Name_Beer_Name_mel,Beer_Name_Beer_Name_lev_dist,Beer_Name_Beer_Name_lev_sim,Beer_Name_Beer_Name_nmw,Beer_Name_Beer_Name_sw,Brew_Factory_Name_Brew_Factory_Name_jac_qgm_3_qgm_3,Brew_Factory_Name_Brew_Factory_Name_cos_dlm_dc0_dlm_dc0,Brew_Factory_Name_Brew_Factory_Name_jac_dlm_dc0_dlm_dc0,Brew_Factory_Name_Brew_Factory_Name_mel,Brew_Factory_Name_Brew_Factory_Name_lev_dist,Brew_Factory_Name_Brew_Factory_Name_lev_sim,Brew_Factory_Name_Brew_Factory_Name_nmw,Brew_Factory_Name_Brew_Factory_Name_sw,Style_Style_jac_qgm_3_qgm_3,Style_Style_cos_dlm_dc0_dlm_dc0,Style_Style_jac_dlm_dc0_dlm_dc0,Style_Style_mel,Style_Style_lev_dist,Style_Style_lev_sim,Style_Style_nmw,Style_Style_sw,ABV_ABV_jac_qgm_3_qgm_3,ABV_ABV_cos_dlm_dc0_dlm_dc0,ABV_ABV_jac_dlm_dc0_dlm_dc0,ABV_ABV_mel,ABV_ABV_lev_dist,ABV_ABV_lev_sim,ABV_ABV_nmw,ABV_ABV_sw,label
10,141,2672,0.0,0.052769461077844304,4.0,0.0,0.23636363636363636,0.4629100498862757,0.3,0.6662052273750305,24.0,0.4418604651162791,2.0,16.0,0.10256410256410256,0.0,0.0,0.609343409538269,17.0,0.29166666666666663,-2.0,6.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,-5.0,0.0,0
11,4138,823,0.0,0.19888835186080234,3.0,0.25,0.20588235294117646,0.4285714285714285,0.2727272727272727,0.5987545847892761,27.0,0.3571428571428571,11.0,15.0,0.3404255319148936,0.4472135954999579,0.2857142857142857,0.593884289264679,14.0,0.5483870967741935,15.0,17.0,0.029411764705882353,0.0,0.0,0.5998120307922363,15.0,0.21052631578947367,-4.0,2.0,0.45454545454545453,0.4999999999999999,0.3333333333333333,0.9111111164093018,1.0,0.8333333333333334,5.0,5.0,0
12,190,805,0.0,0.2360248447204969,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,36.0,36.0,0.4,0.5773502691896258,0.4,0.6830618381500244,11.0,0.6071428571428572,13.0,16.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.8222222328186035,2.0,0.6666666666666667,4.0,4.0,1
13,2277,1255,0.0,0.5511638120333773,3.0,0.25,0.2597402597402597,0.5393598899705937,0.3333333333333333,0.6379348635673523,49.0,0.26865671641791045,-23.0,16.0,0.4,0.5773502691896258,0.4,0.7218232750892639,11.0,0.6206896551724138,12.0,16.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,-3.0,0.0,0
14,4162,2313,0.0,0.5557424315233062,4.0,0.0,0.36666666666666664,0.6172133998483676,0.4444444444444444,0.6747936606407166,21.0,0.5227272727272727,16.0,22.0,0.43243243243243246,0.5773502691896258,0.4,0.7307407259941101,8.0,0.6799999999999999,16.0,16.0,0.25925925925925924,0.0,0.0,0.5730234384536743,11.0,0.42105263157894735,-1.0,8.0,0.25,0.4999999999999999,0.3333333333333333,0.5178571343421936,4.0,0.4285714285714286,0.0,2.0,0
15,1850,742,0.0,0.4010810810810811,4.0,0.0,0.5172413793103449,0.8660254037844387,0.75,0.7111111283302307,10.0,0.6,5.0,15.0,0.23529411764705882,0.35355339059327373,0.2,0.5201281905174255,14.0,0.43999999999999995,-1.0,8.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,-5.0,0.0,1
16,2909,1529,0.0,0.5256101753179787,3.0,0.25,0.5757575757575758,0.7745966692414834,0.6,0.7622504830360413,10.0,0.6551724137931034,9.0,19.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,1
17,3963,1026,0.0,0.25889477668433003,4.0,0.0,0.34615384615384615,0.5070925528371099,0.3333333333333333,0.6680911779403687,18.0,0.5384615384615384,9.0,17.0,0.06666666666666667,0.0,0.0,0.5873016119003296,17.0,0.19047619047619047,-10.0,4.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.7777777910232544,2.0,0.6666666666666667,4.0,4.0,0
18,2480,558,0.0,0.22499999999999998,3.0,0.25,0.32075471698113206,0.5477225575051661,0.375,0.6702694892883301,20.0,0.5121951219512195,6.0,19.0,0.0,0.0,0.0,0.41444191336631775,22.0,0.04347826086956519,-3.0,2.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.7777777910232544,2.0,0.6666666666666667,4.0,4.0,0
19,1185,2991,0.0,0.39618856569709127,4.0,0.0,0.3333333333333333,0.6123724356957946,0.42857142857142855,0.7635135054588318,20.0,0.45945945945945943,0.0,9.0,0.1,0.0,0.0,0.49768519401550293,17.0,0.29166666666666663,-1.0,6.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.45454545454545453,0.4999999999999999,0.3333333333333333,0.9111111164093018,1.0,0.8333333333333334,5.0,5.0,0
20,2433,2722,0.0,0.8938280675973549,3.0,0.25,0.23076923076923078,0.35856858280031806,0.21428571428571427,0.6947681307792664,30.0,0.3877551020408163,10.0,18.0,0.11904761904761904,0.0,0.0,0.5179293155670166,19.0,0.20833333333333337,0.0,6.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.45454545454545453,0.4999999999999999,0.3333333333333333,0.9111111164093018,1.0,0.8333333333333334,5.0,5.0,0
21,2175,996,0.0,0.4579310344827586,4.0,0.0,0.3333333333333333,0.7071067811865476,0.5,0.7070707082748413,18.0,0.4545454545454546,-3.0,15.0,0.4444444444444444,0.5669467095138409,0.375,0.8461999893188477,21.0,0.5434782608695652,8.0,17.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,-5.0,0.0,1
22,1466,972,0.0,0.6630286493860846,4.0,0.0,0.30952380952380953,0.6123724356957946,0.42857142857142855,0.6348684430122375,17.0,0.46875,2.0,11.0,0.0,0.0,0.0,0.5627450942993164,20.0,0.19999999999999996,-3.0,3.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,0.18181818181818182,0.4999999999999999,0.3333333333333333,0.5,3.0,0.5,0.0,2.0,0
23,178,838,0.0,0.2124105011933174,2.0,0.33333333333333337,0.13402061855670103,0.28867513459481287,0.16666666666666666,0.6057565212249756,44.0,0.22807017543859653,7.0,12.0,0.14285714285714285,0.2886751345948129,0.16666666666666666,0.5871536135673523,17.0,0.34615384615384615,0.0,9.0,0.12121212121212122,0.31622776601683794,0.16666666666666666,0.4546296298503876,18.0,0.25,-9.0,4.0,0.18181818181818182,0.4999999999999999,0.3333333333333333,0.0,4.0,0.33333333333333337,-1.0,2.0,0
24,732,621,0.0,0.8483606557377049,3.0,0.0,0.375,0.5999999999999999,0.42857142857142855,0.6833333373069763,13.0,0.59375,17.0,19.0,0.08571428571428572,0.0,0.0,0.5264619588851929,15.0,0.21052631578947367,-2.0,6.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,-6.0,0.0,0
25,2423,881,0.0,0.363598844407759,4.0,0.0,0.23943661971830985,0.40089186286863654,0.25,0.5961867570877075,27.0,0.42553191489361697,14.0,19.0,0.13636363636363635,0.2581988897471611,0.14285714285714285,0.5635101199150085,20.0,0.33333333333333337,-4.0,8.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.0,0.0,0
26,1857,1860,0.0,0.9983870967741936,2.0,0.5,0.28205128205128205,0.6708203932499369,0.5,0.6169149279594421,19.0,0.2962962962962963,4.0,7.0,0.0,0.0,0.0,0.5089605450630188,25.0,0.19354838709677424,-16.0,3.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.7777777910232544,2.0,0.6666666666666667,4.0,4.0,0
27,3388,99,0.0,0.02922077922077926,4.0,0.0,0.19444444444444445,0.43301270189221935,0.2727272727272727,0.6438196301460266,27.0,0.42553191489361697,8.0,14.0,0.05357142857142857,0.0,0.0,0.5160818696022034,27.0,0.25,-8.0,6.0,0.12121212121212122,0.31622776601683794,0.16666666666666666,0.4546296298503876,18.0,0.25,-9.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,-5.0,0.0,0
28,2125,22,0.0,0.010352941176470565,2.0,0.5,0.17045454545454544,0.41602514716892186,0.21428571428571427,0.572929322719574,56.0,0.2533333333333333,-31.0,17.0,0.023255813953488372,0.0,0.0,0.5970481634140015,16.0,0.23809523809523814,2.0,3.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.7777777910232544,2.0,0.6666666666666667,4.0,4.0,0
29,3605,521,0.0,0.14452149791955615,4.0,0.0,0.2692307692307692,0.4629100498862757,0.3,0.6032924652099609,17.0,0.48484848484848486,11.0,15.0,0.3076923076923077,0.4999999999999999,0.3333333333333333,0.6980820298194885,7.0,0.5625,7.0,8.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,0.3,0.4999999999999999,0.3333333333333333,0.550000011920929,3.0,0.5,0.0,2.0,0
30,2272,64,0.0,0.028169014084507005,4.0,0.0,0.4473684210526316,0.6708203932499369,0.5,0.6679894328117371,11.0,0.6071428571428572,13.0,17.0,0.09523809523809523,0.0,0.0,0.4646262526512146,20.0,0.13043478260869568,-1.0,5.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.7777777910232544,2.0,0.6666666666666667,4.0,4.0,0
31,492,1661,0.0,0.296207104154124,4.0,0.0,0.25,0.4743416490252569,0.3,0.6243764162063599,40.0,0.18367346938775508,-11.0,17.0,0.5,0.6666666666666667,0.5,0.6972222328186035,8.0,0.6666666666666667,12.0,16.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.45454545454545453,0.4999999999999999,0.3333333333333333,0.9111111164093018,1.0,0.8333333333333334,5.0,5.0,0
32,4200,469,0.0,0.11166666666666669,3.0,0.25,0.3392857142857143,0.5070925528371099,0.3333333333333333,0.6582428812980652,20.0,0.5348837209302326,10.0,20.0,0.23255813953488372,0.2581988897471611,0.14285714285714285,0.5944444537162781,17.0,0.3928571428571429,2.0,12.0,0.10344827586206896,0.0,0.0,0.7723196744918823,13.0,0.3157894736842105,-5.0,3.0,0.21428571428571427,0.4999999999999999,0.3333333333333333,0.7460317611694336,3.0,0.5714285714285714,3.0,4.0,0
33,4101,2360,0.0,0.5754693977078762,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,23.0,23.0,0.5714285714285714,0.8164965809277259,0.6666666666666666,0.9333333373069763,8.0,0.6666666666666667,8.0,16.0,0.25925925925925924,0.0,0.0,0.5730234384536743,11.0,0.42105263157894735,-1.0,8.0,0.5,0.4999999999999999,0.3333333333333333,0.9333333373069763,1.0,0.8571428571428572,6.0,6.0,1
34,285,623,0.0,0.4574638844301766,3.0,0.0,0.3541666666666667,0.5669467095138409,0.375,0.660795271396637,19.0,0.5128205128205128,4.0,17.0,0.225,0.2581988897471611,0.14285714285714285,0.6293054819107056,12.0,0.4782608695652174,8.0,12.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.7777777910232544,2.0,0.6666666666666667,4.0,4.0,0
35,2602,1255,0.0,0.4823212913143735,4.0,0.0,0.3,0.5393598899705937,0.3333333333333333,0.6373969316482544,46.0,0.31343283582089554,-17.0,21.0,0.375,0.5,0.3333333333333333,0.7701846361160278,13.0,0.6060606060606061,16.0,17.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.2727272727272727,0.4999999999999999,0.3333333333333333,0.75,3.0,0.5,1.0,3.0,0
36,890,2580,0.0,0.34496124031007747,3.0,0.25,0.8048780487804879,0.8451542547285165,0.7142857142857143,0.9371710419654846,6.0,0.8421052631578947,26.0,26.0,0.625,0.8660254037844387,0.75,0.9428571462631226,8.0,0.7142857142857143,12.0,20.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,1
37,2689,1373,0.0,0.5105987355894385,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,23.0,23.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,0.0,0.0,0.0,0.4908730089664459,20.0,0.16666666666666663,-5.0,2.0,0.3,0.4999999999999999,0.3333333333333333,0.550000011920929,3.0,0.5,0.0,2.0,1
38,1672,590,0.0,0.3528708133971292,4.0,0.0,0.4827586206896552,0.8660254037844387,0.75,0.7034187912940979,11.0,0.5769230769230769,4.0,15.0,0.08888888888888889,0.0,0.0,0.7016686797142029,21.0,0.1923076923076923,0.0,5.0,0.1,0.2581988897471611,0.14285714285714285,0.49768519401550293,17.0,0.29166666666666663,-1.0,5.0,0.45454545454545453,0.4999999999999999,0.3333333333333333,0.9111111164093018,1.0,0.8333333333333334,5.0,5.0,1
39,3126,461,0.0,0.1474728087012156,4.0,0.0,0.33962264150943394,0.5303300858899106,0.3333333333333333,0.6322848796844482,21.0,0.4878048780487805,6.0,17.0,0.10869565217391304,0.0,0.0,0.5580530762672424,20.0,0.23076923076923073,1.0,5.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.7777777910232544,2.0,0.6666666666666667,4.0,4.0,0
40,1755,2883,0.0,0.6087408949011446,4.0,0.0,0.2236842105263158,0.35355339059327373,0.21428571428571427,0.6338143348693848,24.0,0.4666666666666667,19.0,19.0,0.06976744186046512,0.0,0.0,0.47351470589637756,16.0,0.30434782608695654,3.0,5.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
41,354,22,0.0,0.062146892655367214,3.0,0.0,0.18681318681318682,0.45291081365783836,0.26666666666666666,0.6095726490020752,55.0,0.2666666666666667,-25.0,17.0,0.045454545454545456,0.0,0.0,0.5536994934082031,18.0,0.21739130434782605,0.0,4.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.7777777910232544,2.0,0.6666666666666667,4.0,4.0,0
42,2086,490,0.0,0.2348993288590604,4.0,0.0,0.25,0.6123724356957946,0.42857142857142855,0.6579782962799072,20.0,0.4285714285714286,1.0,15.0,0.16279069767441862,0.2886751345948129,0.16666666666666666,0.6469841003417969,18.0,0.28,1.0,9.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0
43,2089,1038,0.0,0.49688846337960746,3.0,0.25,0.2037037037037037,0.4472135954999579,0.2727272727272727,0.6853670477867126,22.0,0.3529411764705882,2.0,13.0,0.3684210526315789,0.6708203932499369,0.5,0.6860547661781311,11.0,0.56,12.0,14.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.8222222328186035,2.0,0.6666666666666667,4.0,4.0,0
44,2423,1934,0.0,0.7981840693355344,4.0,0.0,0.24285714285714285,0.4285714285714285,0.2727272727272727,0.7097939252853394,22.0,0.4883720930232558,18.0,19.0,0.15,0.2886751345948129,0.16666666666666666,0.648809552192688,18.0,0.3571428571428571,-2.0,8.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,-5.0,0.0,0
45,2156,1889,0.0,0.8761595547309833,4.0,0.0,0.28125,0.4743416490252569,0.2727272727272727,0.5908448696136475,32.0,0.4181818181818182,-7.0,18.0,0.0,0.0,0.0,0.5297760367393494,18.0,0.21739130434782605,2.0,5.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.7777777910232544,2.0,0.6666666666666667,4.0,4.0,0
46,2365,469,0.0,0.19830866807610992,3.0,0.25,0.4489795918367347,0.5669467095138409,0.375,0.7271913886070251,19.0,0.5581395348837209,7.0,21.0,0.07692307692307693,0.0,0.0,0.5415499806404114,17.0,0.19047619047619047,-2.0,5.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,0.45454545454545453,0.4999999999999999,0.3333333333333333,0.8888888955116272,1.0,0.8333333333333334,5.0,5.0,0
47,3210,1737,0.0,0.5411214953271029,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,0.30434782608695654,0.5773502691896258,0.3333333333333333,0.8736842274665833,12.0,0.368421052631579,-5.0,7.0,0.15,0.31622776601683794,0.16666666666666666,0.7011395692825317,16.0,0.33333333333333337,1.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,1
48,4286,2362,0.0,0.5510965935604293,3.0,0.25,0.5873015873015873,0.5773502691896258,0.4,0.7726297974586487,14.0,0.7543859649122807,31.0,43.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,0.25925925925925924,0.0,0.0,0.5730234384536743,11.0,0.42105263157894735,-1.0,8.0,0.36363636363636365,0.4999999999999999,0.3333333333333333,0.6761904954910278,3.0,0.5714285714285714,1.0,2.0,1
49,773,22,0.0,0.028460543337645583,3.0,0.0,0.16304347826086957,0.3721042037676254,0.2,0.5461835861206055,61.0,0.18666666666666665,-31.0,11.0,0.02564102564102564,0.0,0.0,0.6675954461097717,14.0,0.26315789473684215,2.0,5.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.7777777910232544,2.0,0.6666666666666667,4.0,4.0,0
50,3758,2120,0.0,0.564129856306546,4.0,0.0,0.625,0.8660254037844387,0.75,0.7285023927688599,8.0,0.6521739130434783,7.0,15.0,0.4,0.7071067811865475,0.5,0.4815126061439514,10.0,0.4117647058823529,-3.0,7.0,0.12121212121212122,0.31622776601683794,0.16666666666666666,0.4546296298503876,18.0,0.25,-9.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.0,0.0,1
51,1587,1911,0.0,0.8304552590266876,3.0,0.25,0.3333333333333333,0.5477225575051661,0.375,0.5940170884132385,20.0,0.4871794871794872,6.0,17.0,0.09090909090909091,0.0,0.0,0.5461446642875671,18.0,0.21739130434782605,3.0,5.0,0.37037037037037035,0.6324555320336759,0.4,0.7259259223937988,15.0,0.375,-6.0,6.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.7777777910232544,2.0,0.6666666666666667,4.0,4.0,0
52,487,646,0.0,0.7538699690402477,3.0,0.0,0.4594594594594595,0.6708203932499369,0.5,0.648692786693573,13.0,0.5666666666666667,7.0,17.0,0.41025641025641024,0.47140452079103173,0.2857142857142857,0.6348684430122375,16.0,0.5,3.0,16.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.7777777910232544,2.0,0.6666666666666667,4.0,4.0,0
53,1587,1534,0.0,0.9666036546943919,2.0,0.5,0.3469387755102041,0.5477225575051661,0.375,0.6759920716285706,15.0,0.5945945945945945,11.0,17.0,0.08,0.0,0.0,0.5737404823303223,22.0,0.2142857142857143,1.0,6.0,0.38235294117647056,0.5163977794943222,0.3333333333333333,0.8354636430740356,10.0,0.5833333333333333,9.0,10.0,0.23076923076923078,0.4999999999999999,0.3333333333333333,0.8222222328186035,2.0,0.6666666666666667,4.0,4.0,0
