_id,ltable_id,rtable_id,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,category_category_jac_qgm_3_qgm_3,category_category_cos_dlm_dc0_dlm_dc0,category_category_jac_dlm_dc0_dlm_dc0,category_category_mel,category_category_lev_dist,category_category_lev_sim,category_category_nmw,category_category_sw,brand_brand_jac_qgm_3_qgm_3,brand_brand_cos_dlm_dc0_dlm_dc0,brand_brand_jac_dlm_dc0_dlm_dc0,brand_brand_mel,brand_brand_lev_dist,brand_brand_lev_sim,brand_brand_nmw,brand_brand_sw,modelno_modelno_jac_qgm_3_qgm_3,modelno_modelno_cos_dlm_dc0_dlm_dc0,modelno_modelno_jac_dlm_dc0_dlm_dc0,modelno_modelno_mel,modelno_modelno_lev_dist,modelno_modelno_lev_sim,modelno_modelno_nmw,modelno_modelno_sw,price_price_exm,price_price_anm,price_price_lev_dist,price_price_lev_sim,label
14,417,17561,0.0,0.02374580035305507,4.0,0.19999999999999996,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.49585573457759946,3.0,0.5714285714285714,0
15,1241,18557,0.0,0.06687503368001291,4.0,0.19999999999999996,0.02564102564102564,0.0,0.0,0.49971264600753784,24.0,0.1724137931034483,-15.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.40498812351543945,2.0,0.6,0
16,1424,11809,0.0,0.12058599373359302,4.0,0.19999999999999996,0.0,0.0,0.0,0.5968254208564758,17.0,0.19047619047619047,-3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.07142857142857142,0.0,0.0,0.6428571343421936,9.0,0.3571428571428571,3.0,5.0,0.0,0.9987856275448245,2.0,0.6666666666666667,0
17,1532,14949,0.0,0.1024817713559435,4.0,0.19999999999999996,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
18,978,19689,0.0,0.04967240591193056,3.0,0.4,0.02564102564102564,0.0,0.0,0.49971264600753784,24.0,0.1724137931034483,-15.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.3043960103435538,4.0,0.19999999999999996,0
19,576,18443,0.0,0.0312313614921651,5.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
20,99,14509,0.0,0.006823351023502622,4.0,0.19999999999999996,0.4838709677419355,0.7071067811865475,0.5,0.6962962746620178,12.0,0.5555555555555556,3.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,0.09090909090909091,0.0,0.0,0.6000000238418579,9.0,0.09999999999999998,1.0,4.0,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
21,1136,18198,0.0,0.06242444224640076,3.0,0.4,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,0.29411764705882354,0.7071067811865475,0.5,0.8769230842590332,8.0,0.3846153846153846,-3.0,5.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.8690364826941066,3.0,0.5,0
22,753,8205,0.0,0.09177330895795244,4.0,0.0,0.06666666666666667,0.0,0.0,0.6745726466178894,11.0,0.2666666666666667,1.0,3.0,0.0,0.0,0.0,0.605555534362793,13.0,0.1333333333333333,-8.0,2.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.7324538258575198,3.0,0.4,0
23,2251,14404,0.0,0.15627603443487925,5.0,0.0,0.022222222222222223,0.0,0.0,0.5753968358039856,18.0,0.1428571428571429,1.0,5.0,0.4090909090909091,0.0,0.0,0.816683292388916,4.0,0.7142857142857143,8.0,11.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.163543721236029,4.0,0.19999999999999996,0
24,700,17837,0.0,0.03924426753377808,4.0,0.19999999999999996,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
25,284,2675,0.0,0.10616822429906547,3.0,0.25,0.14285714285714285,0.0,0.0,0.6005697846412659,19.0,0.2692307692307693,-9.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.7222222222222222,0.0,0.0,0.9857142567634583,1.0,0.9285714285714286,12.0,12.0,0.0,0.8768479077925332,3.0,0.4,1
26,725,18405,0.0,0.03939146970931817,4.0,0.19999999999999996,0.12962962962962962,0.0,0.0,0.712022602558136,23.0,0.23333333333333328,6.0,6.0,0.7992996883066055,0.8080930116388441,0.7988636849075142,0.8862146522339439,1.7093425605536332,0.8221415320061731,4.898885044213764,5.918877354863514,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.8984105044920525,3.0,0.4,0
27,2475,15249,0.0,0.1623057249655715,4.0,0.19999999999999996,0.0,0.0,0.0,0.60317462682724,19.0,0.09523809523809523,0.0,3.0,0.0,0.0,0.0,0.45370370149612427,8.0,0.11111111111111116,-4.0,1.0,0.0,0.0,0.0,0.4055555462837219,19.0,0.050000000000000044,-13.0,1.0,0.0,0.30480572030375264,5.0,0.16666666666666663,0
28,1605,17203,0.0,0.0932976806370982,3.0,0.4,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.9319431756172631,3.0,0.5714285714285714,0
29,887,4725,0.0,0.18772486772486774,4.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.8814538804003781,5.0,0.2857142857142857,0
30,967,18152,0.0,0.053272366681357375,5.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
31,1070,2487,0.0,0.43023723361479693,4.0,0.0,0.0,0.0,0.0,0.60317462682724,19.0,0.09523809523809523,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.33311103701233746,1.0,0.8,0
32,1178,17561,0.0,0.06708046238824672,4.0,0.19999999999999996,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.9647576517501252,3.0,0.5714285714285714,0
33,2363,21870,0.0,0.10804755372656605,4.0,0.19999999999999996,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
34,1531,17126,0.0,0.0893962396356417,4.0,0.19999999999999996,0.0,0.0,0.0,0.46832358837127686,15.0,0.21052631578947367,-6.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.5607017543859649,4.0,0.33333333333333337,0
35,462,6745,0.0,0.06849518161601187,4.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,25.0,0.0,-20.0,0.0,0.0,0.1914162829222329,4.0,0.33333333333333337,0
36,1979,12918,0.0,0.15319708933271403,3.0,0.4,0.058823529411764705,0.0,0.0,0.43088021874427795,16.0,0.23809523809523814,-6.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0.16666666666666666,0.0,0.0,0.7866666913032532,3.0,0.4,2.0,2.0,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
37,934,7701,0.0,0.12128295026619917,4.0,0.0,0.14460101116573285,0.13581285725128955,0.11583675564681725,0.6245632114298106,14.46085728952772,0.30415087156261794,-1.7497433264887063,4.867428131416838,0.0,0.0,0.0,0.0,4.0,0.0,-1.0,0.0,0.038461538461538464,0.0,0.0,0.5075757503509521,11.0,0.08333333333333337,0.0,3.0,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
38,2525,3683,0.0,0.6855824056475699,4.0,0.0,0.0,0.0,0.0,0.5198412537574768,18.0,0.1428571428571429,-14.0,2.0,0.0,0.0,0.0,0.4444444477558136,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,-15.0,0.0,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
39,1952,7748,0.0,0.25193598347960766,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,0.4,0.0,0.0,0.9200000166893005,1.0,0.8,4.0,4.0,0.0,0.9911504424778762,2.0,0.6,0
40,561,19011,0.0,0.029509231497554023,4.0,0.19999999999999996,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.07692307692307693,0.0,0.0,0.64000004529953,4.0,0.19999999999999996,1.0,1.0,0.0,0.8696620243750969,4.0,0.4285714285714286,0
41,2253,1302,0.0,0.577896138482024,4.0,0.0,0.0,0.0,0.0,0.46164020895957947,18.0,0.1428571428571429,-9.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.3333333333333333,0.0,0.0,0.8666666746139526,2.0,0.6666666666666667,4.0,4.0,0.0,0.8356736877298563,3.0,0.4,0
42,6,12999,0.0,0.00046157396722823485,5.0,0.0,0.0,0.0,0.0,0.4241379201412201,23.0,0.2068965517241379,-13.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.4444444477558136,6.0,0.0,0.0,1.0,0.0,0.646150761828388,4.0,0.19999999999999996,0
43,1443,12276,0.0,0.1175464320625611,4.0,0.19999999999999996,0.1724137931034483,0.0,0.0,0.6833333373069763,13.0,0.35,-3.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,0.2,0.0,0.0,0.6678571105003357,3.0,0.5714285714285714,4.0,4.0,1.0,1.0,0.0,1.0,0
44,2224,10744,0.0,0.20699925539836184,4.0,0.19999999999999996,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,17.0,0.0,-12.0,0.0,0.0,0.6511270125223614,5.0,0.16666666666666663,0
45,2090,19908,0.0,0.10498292143861765,3.0,0.4,0.0,0.0,0.0,0.60317462682724,19.0,0.09523809523809523,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.23076923076923078,0.0,0.0,0.7666667103767395,3.0,0.5,3.0,3.0,0.0,0.3082378807759141,3.0,0.5,0
46,2133,5374,0.0,0.3969110532192036,4.0,0.0,0.0625,0.0,0.0,0.5015873312950134,11.0,0.2666666666666667,3.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.8753761283851553,3.0,0.4,0
47,978,2340,0.0,0.4179487179487179,4.0,0.0,0.02564102564102564,0.0,0.0,0.49971264600753784,24.0,0.1724137931034483,-15.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.24901783016016932,4.0,0.19999999999999996,0
48,2115,21933,0.0,0.09643003693065244,3.0,0.4,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
49,1513,5543,0.0,0.2729568825545733,2.0,0.5,0.2857142857142857,0.35355339059327373,0.2,0.5079365372657776,21.0,0.4,-6.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.42857142857142855,0.0,0.0,0.8999999761581421,2.0,0.75,6.0,6.0,0.0,0.6748084291187739,4.0,0.19999999999999996,0
50,1363,11757,0.0,0.11593093476226923,4.0,0.19999999999999996,0.0,0.0,0.0,0.5126984119415283,18.0,0.1428571428571429,-8.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.25,0.0,0.0,0.8672727346420288,5.0,0.5454545454545454,4.0,4.0,0.0,0.5315366972477064,4.0,0.19999999999999996,0
51,444,18601,0.0,0.02386968442556847,5.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,0.0625,0.0,0.0,0.6785714030265808,6.0,0.1428571428571429,0.0,1.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
52,2546,17381,0.0,0.14648179046084808,5.0,0.0,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.6069952380952381,6.0,0.1428571428571429,0
53,2430,14687,0.0,0.16545244093415945,4.0,0.19999999999999996,0.023809523809523808,0.0,0.0,0.6719576716423035,15.0,0.2857142857142857,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.07692307692307693,0.0,0.0,0.5199999809265137,4.0,0.19999999999999996,1.0,1.0,0.0,0.8054540804598274,5.0,0.375,0
54,2305,5249,0.0,0.43913126309773287,4.0,0.0,0.14460101116573285,0.13581285725128955,0.11583675564681725,0.6245632114298106,14.46085728952772,0.30415087156261794,-1.7497433264887063,4.867428131416838,0.0,0.0,0.0,0.0,9.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.4476190507411957,7.0,0.0,-2.0,1.0,0.0,0.704165686043775,4.0,0.19999999999999996,0
55,1816,9056,0.0,0.20053003533568903,3.0,0.25,0.2,0.0,0.0,0.640350878238678,12.0,0.368421052631579,-4.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,-5.0,0.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.5817859588351391,4.0,0.33333333333333337,0
56,1689,7512,0.0,0.22484025559105436,4.0,0.0,0.0,0.0,0.0,0.5847290754318237,23.0,0.2068965517241379,-4.0,4.0,0.7992996883066055,0.8080930116388441,0.7988636849075142,0.8862146522339439,1.7093425605536332,0.8221415320061731,4.898885044213764,5.918877354863514,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.46406570841889117,3.0,0.4,0
57,673,15183,0.0,0.0443258907989198,4.0,0.19999999999999996,0.05405405405405406,0.0,0.0,0.4841269850730896,16.0,0.23809523809523814,-2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.3333333333333333,0.0,0.0,0.9066666960716248,2.0,0.8,8.0,8.0,0.0,0.6077755540730858,4.0,0.33333333333333337,0
58,1192,6608,0.0,0.18038740920096852,4.0,0.0,0.0,0.0,0.0,0.3166666626930237,9.0,0.09999999999999998,-1.0,1.0,0.05555555555555555,0.0,0.0,0.6071428656578064,7.0,0.125,0.0,3.0,0.0,0.0,0.0,0.4365079402923584,13.0,0.0714285714285714,-6.0,1.0,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
59,2433,17845,0.0,0.13634071168394513,5.0,0.0,0.0,0.0,0.0,0.40740740299224854,9.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.02228203977867504,0.6079855147953193,3.5359653058172573,0.34036332044407414,0
60,1069,15015,0.0,0.0711954711954712,3.0,0.4,0.024390243902439025,0.0,0.0,0.5924369692802429,18.0,0.1428571428571429,-1.0,4.0,0.0,0.0,0.0,0.5333333611488342,8.0,0.19999999999999996,-3.0,1.0,0.1,0.0,0.0,0.48917749524116516,9.0,0.18181818181818177,-2.0,2.0,0.0,0.0,4.0,0.19999999999999996,0
61,1761,6603,0.0,0.2666969559291231,4.0,0.0,0.0,0.0,0.0,0.44682538509368896,18.0,0.1428571428571429,-9.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,0.07407407407407407,0.0,0.0,0.7333333492279053,9.0,0.4,1.0,2.0,0.0,0.4817918063128408,4.0,0.33333333333333337,0
62,2210,16870,0.0,0.13100177830468285,4.0,0.19999999999999996,0.038461538461538464,0.0,0.0,0.5350877046585083,17.0,0.10526315789473684,-13.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,0.22194357904777592,0.07619375707184958,0.07276451236336623,0.6605438558197978,6.289207258834766,0.4264017580508651,1.7772683858643743,4.100668576886342,0.0,0.8642074097783468,4.0,0.33333333333333337,0
63,1454,6767,0.0,0.21486626274567755,4.0,0.0,0.0,0.0,0.0,0.5823754668235779,23.0,0.2068965517241379,-5.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.3452380895614624,8.0,0.0,-1.0,1.0,0.0,0.061212604217753874,5.0,0.16666666666666663,0
64,1205,8312,0.0,0.14497112608277185,4.0,0.0,0.0,0.0,0.0,0.5730392336845398,13.0,0.23529411764705888,-5.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,0.29411764705882354,0.0,0.0,0.8666666746139526,4.0,0.5555555555555556,5.0,5.0,0.0,0.8503488174238557,5.0,0.16666666666666663,0
65,1792,10466,0.0,0.17122109688515197,4.0,0.19999999999999996,0.0,0.0,0.0,0.57005774974823,17.0,0.19047619047619047,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,0.36363636363636365,0.0,0.0,0.8577777743339539,2.0,0.6666666666666667,3.0,3.0,0.0,0.6960916442048517,3.0,0.4,0
66,144,9986,0.0,0.014420188263568945,4.0,0.0,0.17073170731707318,0.0,0.0,0.5808200836181641,26.0,0.2571428571428571,-17.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,0.25,0.0,0.0,0.7633528113365173,10.0,0.4736842105263158,2.0,9.0,0.0,0.912106135986733,3.0,0.4,0
