_id,ltable_id,rtable_id,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,name_name_jac_qgm_3_qgm_3,name_name_cos_dlm_dc0_dlm_dc0,name_name_jac_dlm_dc0_dlm_dc0,name_name_mel,name_name_lev_dist,name_name_lev_sim,name_name_nmw,name_name_sw,addr_addr_jac_qgm_3_qgm_3,addr_addr_cos_dlm_dc0_dlm_dc0,addr_addr_mel,addr_addr_lev_dist,addr_addr_lev_sim,city_city_jac_qgm_3_qgm_3,city_city_cos_dlm_dc0_dlm_dc0,city_city_jac_dlm_dc0_dlm_dc0,city_city_mel,city_city_lev_dist,city_city_lev_sim,city_city_nmw,city_city_sw,type_type_jac_qgm_3_qgm_3,type_type_cos_dlm_dc0_dlm_dc0,type_type_jac_dlm_dc0_dlm_dc0,type_type_mel,type_type_lev_dist,type_type_lev_sim,type_type_nmw,type_type_sw,class_class_exm,class_class_anm,class_class_lev_dist,class_class_lev_sim,label
10,241,268,0.0,0.8992537313432836,2.0,0.33333333333333337,0.0,0.0,0.0,0.4691357910633087,25.0,0.07407407407407407,-19.0,1.0,0.52,0.5999999999999999,0.9016993641853333,2.0,0.8823529411764706,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,0.0,0.0,0.0,0.3452380895614624,7.0,0.125,0.0,1.0,0.0,0.20920502092050208,3.0,0.0,0
11,473,204,0.0,0.4312896405919662,3.0,0.0,0.10638297872340426,0.33333333333333337,0.2,0.670899510383606,20.0,0.2592592592592593,1.0,3.0,0.56,0.75,0.9241830110549927,4.0,0.7777777777777778,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,0.0,0.0,0.0,0.5583333373069763,7.0,0.30000000000000004,1.0,2.0,0.0,0.6400541271989175,2.0,0.33333333333333337,0
12,398,152,0.0,0.38190954773869346,3.0,0.0,0.09523809523809523,0.4082482904638631,0.25,0.6975468993186951,14.0,0.33333333333333337,7.0,7.0,0.6363636363636364,0.7999999999999998,0.9359999895095825,4.0,0.84,0.11764705882352941,0.0,0.0,0.601190447807312,5.0,0.375,2.0,3.0,0.0,0.0,0.0,0.46666666865348816,7.0,0.30000000000000004,1.0,3.0,0.0,0.5801749271137027,3.0,0.0,0
13,405,174,0.0,0.4296296296296296,3.0,0.0,0.09090909090909091,0.35355339059327373,0.2,0.6983164548873901,24.0,0.2727272727272727,-13.0,3.0,0.6,0.75,0.9272727370262146,3.0,0.8636363636363636,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.4545454680919647,9.0,0.18181818181818177,-1.0,2.0,0.0,0.5720338983050848,2.0,0.33333333333333337,0
14,197,260,0.0,0.7576923076923077,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.11111111111111116,-11.0,2.0,0.5,0.5999999999999999,0.8521637320518494,4.0,0.7894736842105263,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,0.0,0.0,0.0,0.4105339050292969,20.0,0.09090909090909094,-13.0,1.0,0.0,0.2153846153846154,3.0,0.0,0
15,135,45,0.0,0.33333333333333337,2.0,0.33333333333333337,0.0,0.0,0.0,0.45523810386657715,23.0,0.07999999999999996,-16.0,1.0,0.5862068965517241,0.75,0.8984127044677734,4.0,0.8095238095238095,0.0,0.0,0.0,0.7111111283302307,13.0,0.1333333333333333,-11.0,1.0,0.0,0.0,0.0,0.46060606837272644,9.0,0.18181818181818177,1.0,1.0,0.0,0.227979274611399,3.0,0.0,0
16,156,122,0.0,0.782051282051282,2.0,0.33333333333333337,0.07407407407407407,0.33806170189140655,0.2,0.6577922105789185,23.0,0.28125,-1.0,4.0,0.5714285714285714,0.7745966692414834,0.8235689997673035,7.0,0.6111111111111112,0.24,0.5,0.3333333333333333,0.8594561219215393,6.0,0.6,7.0,7.0,0.0,0.0,0.0,0.4840908944606781,19.0,0.13636363636363635,-11.0,2.0,0.0,0.2332317073170732,2.0,0.33333333333333337,0
17,55,273,0.0,0.20146520146520142,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,1.0,1.0,1.0,0.0,1.0,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,0.2926829268292683,0.5000000000000001,0.3333333333333333,0.6902403235435486,22.0,0.24137931034482762,-2.0,10.0,1.0,1.0,0.0,1.0,1
18,97,315,0.0,0.30793650793650795,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,0.7272727272727273,0.7999999999999998,0.9764705896377563,1.0,0.9411764705882353,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,0.17391304347826086,0.5,0.25,0.7843137383460999,11.0,0.3529411764705882,-5.0,6.0,1.0,1.0,0.0,1.0,1
19,452,134,0.0,0.29646017699115046,3.0,0.0,0.3103448275862069,0.7302967433402214,0.5714285714285714,0.766349196434021,8.0,0.6,6.0,9.0,0.7037037037037037,0.75,0.961904764175415,2.0,0.9047619047619048,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.4702380895614624,14.0,0.125,-7.0,1.0,0.0,0.6766467065868264,3.0,0.0,0
20,83,104,0.0,0.7980769230769231,3.0,0.0,0.5,0.7999999999999998,0.6666666666666666,0.8352941274642944,5.0,0.7222222222222222,12.0,12.0,0.08620689655172414,0.16903085094570328,0.6198290586471558,28.0,0.28205128205128205,0.0,0.0,0.0,0.4005602300167084,16.0,0.05882352941176472,-9.0,1.0,0.25,0.0,0.0,0.699999988079071,3.0,0.5,2.0,3.0,0.0,0.1300940438871473,2.0,0.33333333333333337,0
21,490,189,0.0,0.3857142857142857,3.0,0.0,0.12195121951219512,0.3779644730092272,0.2222222222222222,0.6898765563964844,19.0,0.2962962962962963,-4.0,4.0,0.6428571428571429,0.75,0.9238095283508301,3.0,0.8571428571428572,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,0.125,0.0,0.0,0.6190476417541504,5.0,0.2857142857142857,2.0,2.0,0.0,0.6767955801104972,3.0,0.0,0
22,427,132,0.0,0.3091334894613583,3.0,0.0,0.0,0.0,0.0,0.40740740299224854,16.0,0.11111111111111116,-8.0,1.0,0.6176470588235294,0.6666666666666667,0.9561253786087036,3.0,0.8888888888888888,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.4285714328289032,7.0,0.0,0.0,1.0,0.0,0.6411411411411412,3.0,0.0,0
23,495,159,0.0,0.32121212121212117,3.0,0.0,0.0,0.0,0.0,0.28703704476356506,17.0,0.05555555555555558,-9.0,1.0,0.56,0.75,0.9380174279212952,4.0,0.7777777777777778,0.0,0.0,0.0,0.30112046003341675,15.0,0.11764705882352944,-8.0,1.0,0.023255813953488372,0.0,0.0,0.3877289295196533,25.0,0.1071428571428571,-12.0,3.0,0.0,0.7142857142857143,2.0,0.33333333333333337,0
24,32,270,0.0,0.11851851851851847,3.0,0.0,0.0,0.0,0.0,0.4333333373069763,9.0,0.09999999999999998,-4.0,1.0,0.5,0.5999999999999999,0.8968008160591125,4.0,0.7894736842105263,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,0.3333333333333333,0.0,0.0,0.7904762029647827,3.0,0.5714285714285714,2.0,4.0,0.0,0.6153846153846154,1.0,0.5,0
25,449,290,0.0,0.645879732739421,3.0,0.0,0.21212121212121213,0.6708203932499369,0.5,0.7105469703674316,13.0,0.3157894736842105,4.0,5.0,0.5714285714285714,0.6666666666666667,0.9297245740890503,4.0,0.8518518518518519,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.497546911239624,18.0,0.1428571428571429,-7.0,2.0,0.0,0.16035634743875282,3.0,0.0,0
26,159,56,0.0,0.35220125786163525,2.0,0.33333333333333337,0.0,0.0,0.0,0.41449275612831116,21.0,0.08695652173913049,-16.0,1.0,0.6129032258064516,0.75,0.939130425453186,3.0,0.8695652173913043,0.0,0.0,0.0,0.5625,13.0,0.1875,-7.0,2.0,0.0,0.0,0.0,0.408730149269104,11.0,0.08333333333333337,-4.0,1.0,0.0,0.264406779661017,3.0,0.0,0
27,423,124,0.0,0.29314420803782504,2.0,0.33333333333333337,0.29411764705882354,0.6324555320336759,0.4444444444444444,0.7057777643203735,16.0,0.36,-1.0,8.0,0.7777777777777778,0.8944271909999159,0.9666666388511658,4.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.4285714328289032,6.0,0.1428571428571429,1.0,1.0,0.0,0.6428571428571428,3.0,0.0,0
28,338,259,0.0,0.7662721893491125,3.0,0.0,0.11428571428571428,0.4082482904638631,0.25,0.6122807264328003,13.0,0.3157894736842105,3.0,4.0,0.68,0.7999999999999998,0.9234262108802795,2.0,0.8947368421052632,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,0.0,0.0,0.0,0.3452380895614624,7.0,0.125,0.0,1.0,0.0,0.12130177514792895,3.0,0.0,0
29,170,234,0.0,0.7264957264957265,3.0,0.0,0.0,0.0,0.0,0.44152048230171204,17.0,0.10526315789473684,-11.0,2.0,0.5862068965517241,0.75,0.8984127044677734,4.0,0.8095238095238095,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,0.17647058823529413,0.0,0.0,0.6242424249649048,7.0,0.36363636363636365,-2.0,3.0,0.0,0.09580838323353291,1.0,0.6666666666666667,0
30,437,139,0.0,0.3180778032036613,2.0,0.33333333333333337,0.13333333333333333,0.5773502691896258,0.4,0.7208743691444397,13.0,0.3157894736842105,4.0,4.0,0.5277777777777778,0.6666666666666667,0.9095916152000427,5.0,0.8148148148148149,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.511904776096344,7.0,0.125,0.0,1.0,0.0,0.649331352154532,3.0,0.0,0
31,11,232,0.0,0.04741379310344829,3.0,0.0,0.0,0.0,0.0,0.38791424036026,17.0,0.10526315789473684,-8.0,2.0,0.7058823529411765,0.8333333333333335,0.9604938626289368,3.0,0.8888888888888888,0.16129032258064516,0.5,0.3333333333333333,0.7479738593101501,11.0,0.3529411764705882,4.0,4.0,0.0,0.0,0.0,0.4365079402923584,7.0,0.0,-1.0,1.0,0.0,0.7857142857142857,1.0,0.5,0
32,373,107,0.0,0.28686327077747986,3.0,0.0,0.0,0.0,0.0,0.0,21.0,0.045454545454545414,-17.0,1.0,0.5,0.5999999999999999,0.9508771896362305,3.0,0.8421052631578947,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,0.0,0.0,0.0,0.31060606241226196,10.0,0.09090909090909094,-2.0,1.0,0.0,0.5819032761310452,3.0,0.0,0
33,444,290,0.0,0.6531531531531531,3.0,0.0,0.07692307692307693,0.33806170189140655,0.2,0.610357403755188,24.0,0.2941176470588235,-5.0,3.0,0.5714285714285714,0.6666666666666667,0.9498575925827026,4.0,0.8518518518518519,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.48917749524116516,10.0,0.09090909090909094,-3.0,1.0,0.0,0.16216216216216217,3.0,0.0,0
34,90,175,0.0,0.5142857142857142,3.0,0.0,0.06557377049180328,0.3086066999241838,0.18181818181818182,0.6278849840164185,28.0,0.2432432432432432,-4.0,5.0,0.5454545454545454,0.6708203932499369,0.932121217250824,6.0,0.76,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.557109534740448,10.0,0.23076923076923073,0.0,2.0,0.0,0.12693935119887167,2.0,0.33333333333333337,0
35,393,292,0.0,0.7430025445292621,2.0,0.33333333333333337,0.0,0.0,0.0,0.3897243142127991,36.0,0.052631578947368474,-29.0,1.0,0.5,0.6708203932499369,0.8996363878250122,6.0,0.76,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.047619047619047616,0.0,0.0,0.5616883039474487,9.0,0.18181818181818177,-2.0,3.0,0.0,0.18829516539440205,3.0,0.0,0
36,479,88,0.0,0.18371607515657618,3.0,0.0,0.0,0.0,0.0,0.5476190447807312,11.0,0.2142857142857143,-4.0,1.0,0.5416666666666666,0.6666666666666667,0.8872548937797546,4.0,0.7647058823529411,0.11764705882352941,0.4472135954999579,0.2857142857142857,0.7270588278770447,10.0,0.4117647058823529,6.0,6.0,0.0,0.0,0.0,0.49047619104385376,26.0,0.0714285714285714,-21.0,2.0,0.0,0.770096463022508,3.0,0.0,0
37,448,140,0.0,0.3125,2.0,0.33333333333333337,0.125,0.4082482904638631,0.25,0.6844444274902344,13.0,0.35,-1.0,4.0,0.5714285714285714,0.6666666666666667,0.9385090470314026,4.0,0.8518518518518519,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,22.0,0.04347826086956519,-15.0,1.0,0.0,0.6646884272997033,3.0,0.0,0
38,530,327,0.0,0.6169811320754717,3.0,0.0,0.030303030303030304,0.0,0.0,0.5772256851196289,19.0,0.17391304347826086,-12.0,3.0,0.5416666666666666,0.75,0.8872548937797546,4.0,0.7647058823529411,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,0.0,0.0,0.0,0.47979798913002014,9.0,0.18181818181818177,-3.0,2.0,0.0,0.20566037735849052,3.0,0.0,0
39,59,277,0.0,0.21299638989169678,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,0.0,0.0,0.0,0.6583333611488342,6.0,0.25,-1.0,2.0,1.0,1.0,0.0,1.0,1
40,405,148,0.0,0.36543209876543215,3.0,0.0,0.13333333333333333,0.5,0.3333333333333333,0.6965140104293823,13.0,0.3157894736842105,-2.0,2.0,0.6,0.75,0.903030276298523,4.0,0.8181818181818181,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.5181818008422852,10.0,0.09090909090909094,0.0,2.0,0.0,0.593841642228739,3.0,0.0,0
41,446,131,0.0,0.29372197309417036,3.0,0.0,0.0,0.0,0.0,0.4555555582046509,12.0,0.19999999999999996,-6.0,1.0,0.5714285714285714,0.6666666666666667,0.9561253786087036,4.0,0.8518518518518519,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.4185185134410858,17.0,0.05555555555555558,-12.0,1.0,0.0,0.6706766917293233,3.0,0.0,0
42,429,132,0.0,0.3076923076923077,3.0,0.0,0.0,0.0,0.0,0.3611111044883728,8.0,0.0,-2.0,1.0,0.8333333333333334,0.8333333333333335,0.9925925731658936,1.0,0.962962962962963,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.1,0.0,0.0,0.6055194735527039,7.0,0.36363636363636365,0.0,3.0,0.0,0.6441441441441442,3.0,0.0,0
43,207,187,0.0,0.9033816425120773,2.0,0.33333333333333337,0.5,0.75,0.6,0.9404761791229248,4.0,0.7142857142857143,8.0,8.0,0.20454545454545456,0.3779644730092272,0.7375864386558533,20.0,0.3939393939393939,0.13793103448275862,0.5,0.3333333333333333,0.7366012930870056,12.0,0.2941176470588235,0.0,3.0,0.07692307692307693,0.0,0.0,0.5463869571685791,8.0,0.3846153846153846,3.0,3.0,0.0,0.2839335180055401,3.0,0.0,0
44,446,139,0.0,0.3116591928251121,3.0,0.0,0.0,0.0,0.0,0.40643274784088135,18.0,0.052631578947368474,-12.0,1.0,0.5714285714285714,0.6666666666666667,0.9561253786087036,4.0,0.8518518518518519,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,8.0,0.0,-3.0,1.0,0.0,0.662704309063893,3.0,0.0,0
45,18,56,0.0,0.3214285714285714,2.0,0.0,0.10256410256410256,0.3779644730092272,0.2222222222222222,0.6946859955787659,14.0,0.3913043478260869,1.0,4.0,0.6129032258064516,0.75,0.939130425453186,4.0,0.8260869565217391,0.0,0.0,0.0,0.3222222328186035,14.0,0.06666666666666665,-8.0,1.0,0.0,0.0,0.0,0.4166666567325592,12.0,0.0,-6.0,1.0,0.0,0.03050847457627115,3.0,0.0,0
46,106,324,0.0,0.3271604938271605,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,0.16666666666666666,0.4082482904638631,0.16666666666666666,0.7777777910232544,12.0,0.33333333333333337,-6.0,6.0,1.0,1.0,0.0,1.0,1
47,438,136,0.0,0.3105022831050228,2.0,0.33333333333333337,0.04878048780487805,0.1889822365046136,0.1,0.5291275978088379,18.0,0.21739130434782605,-1.0,4.0,0.6666666666666666,0.6666666666666667,0.9774928689002991,2.0,0.9259259259259259,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.17647058823529413,0.0,0.0,0.6242424249649048,7.0,0.36363636363636365,-2.0,3.0,0.0,0.6537313432835821,3.0,0.0,0
48,47,265,0.0,0.1773584905660377,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,0.3191489361702128,0.4743416490252569,0.8191919326782227,31.0,0.2954545454545454,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,0.043478260869565216,0.0,0.0,0.4722222089767456,10.0,0.16666666666666663,-2.0,2.0,1.0,1.0,0.0,1.0,1
49,67,130,0.0,0.5153846153846153,3.0,0.0,0.21052631578947367,0.5962847939999439,0.4,0.7658430337905884,19.0,0.3666666666666667,-6.0,7.0,0.5714285714285714,0.6666666666666667,0.9385090470314026,4.0,0.8518518518518519,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.3606060743331909,9.0,0.18181818181818177,-4.0,1.0,0.0,0.10090361445783136,2.0,0.33333333333333337,0
50,16,45,0.0,0.3555555555555555,2.0,0.0,0.0,0.0,0.0,0.47111111879348755,22.0,0.12,-16.0,2.0,0.5862068965517241,0.75,0.8984127044677734,4.0,0.8095238095238095,0.0,0.0,0.0,0.7111111283302307,13.0,0.1333333333333333,-11.0,1.0,0.0,0.0,0.0,0.46060606837272644,9.0,0.18181818181818177,1.0,1.0,0.0,0.02763385146804831,3.0,0.0,0
51,363,244,0.0,0.6721763085399449,3.0,0.0,0.0,0.0,0.0,0.41025641560554504,10.0,0.23076923076923073,-1.0,2.0,0.5,0.5999999999999999,0.8521637320518494,4.0,0.7894736842105263,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,0.0,0.0,0.0,0.0,12.0,0.0,-5.0,0.0,0.0,0.07162534435261703,2.0,0.33333333333333337,0
52,138,223,0.0,0.6188340807174888,3.0,0.0,0.10810810810810811,0.3999999999999999,0.25,0.711288332939148,12.0,0.368421052631579,6.0,6.0,0.5833333333333334,0.75,0.9176470637321472,3.0,0.8235294117647058,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.5722222328186035,16.0,0.19999999999999996,-8.0,4.0,0.0,0.03703703703703709,2.0,0.33333333333333337,0
53,87,305,0.0,0.28524590163934427,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,21.0,0.6764705882352942,0.8164965809277261,0.9200000166893005,14.0,0.6,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1
54,32,107,0.0,0.2990654205607477,3.0,0.0,0.0,0.0,0.0,0.4676767587661743,20.0,0.09090909090909094,-15.0,1.0,0.68,0.7999999999999998,0.9578947424888611,2.0,0.8947368421052632,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,0.0,0.0,0.0,0.3606060743331909,10.0,0.09090909090909094,-5.0,1.0,0.0,0.0499219968798752,3.0,0.0,0
55,41,259,0.0,0.15830115830115832,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,1.0,1.0,1.0,0.0,1.0,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,0.0,0.0,0.0,0.4365079402923584,7.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,1
56,469,318,0.0,0.6780383795309168,3.0,0.0,0.0,0.0,0.0,0.4652777910232544,15.0,0.0625,-12.0,1.0,0.6,0.75,0.9111111164093018,3.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,0.08695652173913043,0.33333333333333337,0.2,0.7101491093635559,20.0,0.2857142857142857,-2.0,4.0,0.0,0.21321961620469088,3.0,0.0,0
57,93,146,0.0,0.636986301369863,3.0,0.0,0.07547169811320754,0.29814239699997197,0.16666666666666666,0.5802202224731445,28.0,0.2432432432432432,-10.0,4.0,0.5454545454545454,0.75,0.7571429014205933,4.0,0.75,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,0.47985348105430603,12.0,0.07692307692307687,-5.0,1.0,0.0,0.1367647058823529,3.0,0.0,0
58,446,136,0.0,0.30493273542600896,2.0,0.33333333333333337,0.0,0.0,0.0,0.47342994809150696,21.0,0.08695652173913049,-15.0,2.0,0.6666666666666666,0.6666666666666667,0.9737417101860046,2.0,0.9259259259259259,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,0.17647058823529413,0.0,0.0,0.6242424249649048,7.0,0.36363636363636365,-2.0,3.0,0.0,0.6656716417910448,3.0,0.0,0
59,222,259,0.0,0.8571428571428572,2.0,0.33333333333333337,0.0,0.0,0.0,0.4375,15.0,0.0625,-11.0,1.0,0.68,0.7999999999999998,0.9234262108802795,2.0,0.8947368421052632,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,0.0,0.0,0.0,0.4365079402923584,7.0,0.0,-1.0,1.0,0.0,0.1863636363636364,3.0,0.0,0
60,50,268,0.0,0.18656716417910446,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,1.0,0.65,0.8944271909999159,0.8,0.9411764740943909,5.0,0.7058823529411764,7.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,1.0,1.0,0.0,1.0,1
